image,description
https://i.pinimg.com/736x/89/9f/2d/899f2d0dbda2f93d612a99d123cf16ff.jpg,"top negro ajustado sin mangas en estilo minimalista. jeans azul acampanados con cinturón ancho negro de talle alto en estilo minimalista."
https://i.pinimg.com/736x/89/98/8a/89988a9f91a80cbbd8afd6b5c893e87d.jpg,"chaleco blanco sin mangas con botones al frente en estilo minimalista. jeans azul claro wide leg de talle alto en estilo minimalista."
https://i.pinimg.com/736x/bb/2d/43/bb2d4385dbf4d9f0d29f788b90684677.jpg,"pantalones sastre azul marino en estilo deportivo. top corto ajustado blanco en estilo deportivo. camisa oversized azul claro en estilo deportivo. zapatillas blancas en estilo deportivo."
https://i.pinimg.com/736x/10/17/98/101798ebffa6ea529b6863f52b6b3fe0.jpg,"blusa blanca de lino con nudo al frente en estilo minimalista. jeans mid-wash wide leg en estilo minimalista."
https://i.pinimg.com/736x/49/68/e8/4968e8df0b435235e58c4b713920febb.jpg,"remera azul marino de cuello redondo en estilo streetwear. jeans oscuro straight leg en estilo minimalista."
https://i.pinimg.com/736x/9c/16/44/9c1644b503e1db2549f6cd0ce4b3ff93.jpg,"chaleco de lino blanco en estilo minimalista y old money. pantalones plisados blancos wide leg en estilo minimalista y old money. cinturón negro en estilo minimalista."
https://i.pinimg.com/736x/a9/92/b6/a992b689bd9eb39741e27aa51c195b31.jpg,"vestido largo blanco fruncido en estilo coquette. ballerinas blancas en estilo coquette."
https://i.pinimg.com/736x/5e/de/25/5ede25d14338481523b0b6b16471ee26.jpg,"sweater oversized azul marino en estilo minimalista. jeans mid-wash wide leg en estilo minimalista."
https://i.pinimg.com/736x/17/95/bb/1795bb12a2b0c27ca4f1d13dfbbca980.jpg,"top negro sin mangas con cuello alto en estilo minimalista y streetwear. shorts camel plisados de talle alto en estilo old money y minimalista."
https://i.pinimg.com/736x/d8/ee/d5/d8eed5f53ec0b5fcd4b2d1d821c57d69.jpg,"top negro sin mangas en estilo minimalista y streetwear. pantalones blancos wide leg de talle alto en estilo minimalista y old money."
https://i.pinimg.com/736x/20/91/4e/20914e95d89a1071d065e1e0982992a2.jpg,"top negro sin mangas en estilo minimalista. pantalones negros plisados de talle alto en estilo minimalista."
https://i.pinimg.com/736x/cc/c2/f7/ccc2f7167cc1eb67aa544c8949afce50.jpg,"top blanco sin mangas tejido en estilo minimalista y old money. pantalones beige wide leg en estilo minimalista y old money."
https://i.pinimg.com/736x/d3/84/14/d38414a38158aaaa7165b07135a338fb.jpg,"top negro sin mangas en estilo minimalista y streetwear. jeans off-white tapered de talle alto en estilo streetwear."
https://i.pinimg.com/736x/c1/66/00/c16600bbd1b79ebfab025d46ee8ae728.jpg,"camisa oversized azul marino en estilo streetwear. jeans azul claro rotos en estilo streetwear."
https://i.pinimg.com/736x/f8/ec/71/f8ec7136d2b3820aa4111a3b9c5231e5.jpg,"top blanco sin mangas tejido en estilo minimalista y old money. pantalones verdes wide leg en estilo streetwear."
https://i.pinimg.com/736x/f3/3c/4e/f33c4e5ff35fe55ba3e3b4f39528df8c.jpg,"top verde salvia sin mangas en estilo coquette, night out y minimalista. falda denim azul claro de talle alto con abertura frontal en estilo coquette y streetwear."
https://i.pinimg.com/736x/fb/dc/23/fbdc239fbea63d1c6aa9e0bc062aea80.jpg,"top azul marino sin mangas con cuello alto en estilo minimalista y streetwear. pantalones azul marino plisados de talle alto en estilo minimalista. cinturón marrón en estilo minimalista y old money."
https://i.pinimg.com/736x/3b/bd/b1/3bbdb1094bdd89d313b47e3cda1b5e92.jpg,"top blanco sin mangas con cuello alto en estilo minimalista y streetwear. falda midi azul claro en estilo coquette y streetwear. cinturón marrón en estilo old money."
https://i.pinimg.com/736x/03/23/45/0323450e0fbe53ad1c2cf9234b55444e.jpg,"blazer oversized camel en estilo streetwear. mini falda negra en estilo streetwear."
https://i.pinimg.com/736x/dd/1c/fa/dd1cfa27924a7f5b5950f69d024f0b74.jpg,"blazer oversized gris en estilo streetwear y minimalista. jeans azul claro wide leg en estilo streetwear y minimalista. cinturón negro en estilo streetwear."
https://i.pinimg.com/736x/2e/9b/43/2e9b434bf4e0e233daa750bc974b1060.jpg,"remera gris de cuello redondo en estilo streetwear. jeans azul claro wide leg con puños en estilo streetwear y minimalista. cinturón negro en estilo streetwear."
https://i.pinimg.com/736x/90/55/95/905595c921bcef640d9c8255b60fff48.jpg,"blazer oversized oliva en estilo streetwear y minimalista. pantalones negros wide leg en estilo minimalista."
https://i.pinimg.com/736x/ac/20/1b/ac201bc02fbed6e8090b03c5d67d4b65.jpg,"blazer oversized negro en estilo streetwear. jeans azul claro straight leg en estilo streetwear y minimalista."
https://i.pinimg.com/736x/6e/fe/c3/6efec315f7f92b2ae546ccaf5b419e88.jpg,"blazer sin mangas camel en estilo minimalista y streetwear. jeans azul claro straight leg en estilo streetwear."
https://i.pinimg.com/736x/95/8e/54/958e547d7fcae89bb5befa547a11a793.jpg,"top negro sin mangas con escote cuadrado en estilo minimalista. shorts off-white de lino de talle alto en estilo minimalista, streetwear y old money."
https://i.pinimg.com/736x/bb/ba/79/bbba79bb1e182efccab5b34d4ad380bf.jpg,"blazer oversized verde salvia en estilo streetwear y minimalista. bermuda azul claro en estilo streetwear."
https://i.pinimg.com/736x/05/4a/3c/054a3c395f156dd8f641c4188ec4c321.jpg,"pantalones marrones plisados tapered de talle alto en estilo old money y minimalista."
https://i.pinimg.com/736x/8a/5b/36/8a5b364dd25b56368c6c57e65ad10019.jpg,"chaqueta corta de cuero marrón en estilo streetwear y old money. pantalones cargo oliva wide leg en estilo streetwear y minimalista."
https://i.pinimg.com/736x/87/60/53/876053d70ccc10891a15c0d7d60f0608.jpg,"sweater oversized gris en estilo minimalista. pantalones blancos wide leg en estilo minimalista."
https://i.pinimg.com/736x/6c/68/67/6c68673a774c6981a90d0af48385fccc.jpg,"blazer sin mangas oliva en estilo streetwear y minimalista. falda midi negra en estilo minimalista y streetwear."
https://i.pinimg.com/736x/61/9a/4f/619a4fa667d9152d2a2109dd8bd36664.jpg,"musculosa negra en estilo streetwear y minimalista. jeans negros wide leg en estilo streetwear y minimalista."
https://i.pinimg.com/736x/81/2f/29/812f29042bb383f4be1bb845f2f70cf4.jpg,"remera marrón de cuello redondo en estilo streetwear. jeans azul claro wide leg en estilo minimalista. cinturón marrón en estilo minimalista."
